"laureate_known_name","laureate_gender","laureate_birth_date","laureate_birth_city","laureate_birth_country","laureate_current_city","laureate_current_country","laureate_continent","laureate_id","laureate_id (Right)","award_year","award_category_name","award_category_full_name","award_sort_order","award_portion","award_date","award_prize_status","award_motivation","award_prize_amount","affiliation_institute_name_then","affiliation_institute_name_now","affiliation_city_then","affiliation_country_then","affiliation_city_now","affiliation_country_now","affiliation_continent"
"Jules A. Hoffmann","male","1941-08-02","Echternach","Luxembourg","Echternach","Luxembourg","Europe","862","862","2011","Physiology or Medicine","The Nobel Prize in Physiology or Medicine","2","1/4","2011-10-03","received","for their discoveries concerning the activation of innate immunity",10000000,"University of Strasbourg","University of Strasbourg","Strasbourg","France","Strasbourg","France","Europe"
"Jules Bordet","male","1870-06-13","Soignies","Belgium","Soignies","Belgium","Europe","309","309","1919","Physiology or Medicine","The Nobel Prize in Physiology or Medicine","1","1","1920-10-28","received","for his discoveries relating to immunity",133127,"Brussels University","Brussels University","Brussels","Belgium","Brussels","Belgium","Europe"
"Julian Schwinger","male","1918-02-12","New York, NY","USA","New York, NY","USA","North America","85","85","1965","Physics","The Nobel Prize in Physics","2","1/3","1965-10-21","received","for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles",282000,"Harvard University","Harvard University","Cambridge, MA","USA","Cambridge, MA","USA","North America"
"Julius Axelrod","male","1912-05-30","New York, NY","USA","New York, NY","USA","North America","396","396","1970","Physiology or Medicine","The Nobel Prize in Physiology or Medicine","3","1/3","1970-10-15","received","for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage, release and inactivation",400000,"National Institutes of Health","National Institutes of Health","Bethesda, MD","USA","Bethesda, MD","USA","North America"
"Julius Wagner-Jauregg","male","1857-03-07","Wels","Austria","Wels","Austria","Europe","317","317","1927","Physiology or Medicine","The Nobel Prize in Physiology or Medicine","1","1","1927-10-27","received","for his discovery of the therapeutic value of malaria inoculation in the treatment of dementia paralytica",126501,"Vienna University","Vienna University","Vienna","Austria","Vienna","Austria","Europe"
"K. Alex Müller","male","1927-04-20","Basel","Switzerland","Basel","Switzerland","Europe","131","131","1987","Physics","The Nobel Prize in Physics","2","1/2","1987-10-14","received","for their important break-through in the discovery of superconductivity in ceramic materials",2175000,"IBM Zurich Research Laboratory","IBM Zurich Research Laboratory","Rüschlikon","Switzerland","Rüschlikon","Switzerland","Europe"
"K. Barry Sharpless","male","1941-04-28","Philadelphia, PA","USA","Philadelphia, PA","USA","North America","743","743","2001","Chemistry","The Nobel Prize in Chemistry","3","1/2","2001-10-10","received","for his work on chirally catalysed oxidation reactions",10000000,"The Scripps Research Institute","The Scripps Research Institute","La Jolla, CA","USA","La Jolla, CA","USA","North America"
"K. Barry Sharpless","male","1941-04-28","Philadelphia, PA","USA","Philadelphia, PA","USA","North America","743","743","2022","Chemistry","The Nobel Prize in Chemistry","3","1/3","2022-10-05","received","for the development of click chemistry and bioorthogonal chemistry",10000000,"Scripps Research","Scripps Research","La Jolla, CA","USA","La Jolla, CA","USA","North America"
"Kai M. Siegbahn","male","1918-04-20","Lund","Sweden","Lund","Sweden","Europe","120","120","1981","Physics","The Nobel Prize in Physics","3","1/2","1981-10-19","received","for his contribution to the development of high-resolution electron spectroscopy",1000000,"Uppsala University","Uppsala University","Uppsala","Sweden","Uppsala","Sweden","Europe"
"Kailash Satyarthi","male","1954-01-11","Vidisha","India","Vidisha","India","Asia","913","913","2014","Peace","The Nobel Peace Prize","1","1/2","2014-10-10","received","for their struggle against the suppression of children and young people and for the right of all children to education",8000000,,,,,,,
"Karl Gjellerup","male","1857-06-02","Roholte","Denmark","Roholte","Denmark","Europe","586","586","1917","Literature","The Nobel Prize in Literature","1","1/2","1917-11-08","received","for his varied and rich poetry, which is inspired by lofty ideals",133823,,,,,,,
"Karl Landsteiner","male","1868-06-14","Vienna","Austrian Empire","Vienna","Austria","Europe","321","321","1930","Physiology or Medicine","The Nobel Prize in Physiology or Medicine","1","1","1930-10-30","received","for his discovery of human blood groups",172947,"Rockefeller Institute for Medical Research","Rockefeller Institute for Medical Research","New York, NY","USA","New York, NY","USA","North America"
"Karl von Frisch","male","1886-11-20","Vienna","Austria","Vienna","Austria","Europe","400","400","1973","Physiology or Medicine","The Nobel Prize in Physiology or Medicine","1","1/3","1973-10-11","received","for their discoveries concerning organization and elicitation of individual and social behaviour patterns",510000,"Zoologisches Institut der Universität München","Zoologisches Institut der Universität München","Munich","Germany","Munich","Germany","Europe"
"Karl Ziegler","male","1898-11-26","Helsa","Germany","Helsa","Germany","Europe","228","228","1963","Chemistry","The Nobel Prize in Chemistry","1","1/2","1963-11-05","received","for their discoveries in the field of the chemistry and technology of high polymers",265000,"Max-Planck-Institut für Kohlenforschung","Max-Planck-Institut für Kohlenforschung","Mülheim an der Ruhr","Germany","Mülheim an der Ruhr","Germany","Europe"
"Kary B. Mullis","male","1944-12-28","Lenoir, NC","USA","Lenoir, NC","USA","North America","278","278","1993","Chemistry","The Nobel Prize in Chemistry","1","1/2","1993-10-13","received","for his invention of the polymerase chain reaction (PCR) method",6700000,,,,,,,
"Katalin Karikó","female","1955-01-17","Szolnok","Hungary","Szolnok","Hungary","Europe","1024","1024","2023","Physiology or Medicine","The Nobel Prize in Physiology or Medicine","1","1/2","2023-10-02","received","for their discoveries concerning nucleoside base modifications that enabled the development of effective mRNA vaccines against COVID-19",11000000,"Szeged University","Szeged University","Szeged","Hungary","Szeged","Hungary","Europe"
"Katalin Karikó","female","1955-01-17","Szolnok","Hungary","Szolnok","Hungary","Europe","1024","1024","2023","Physiology or Medicine","The Nobel Prize in Physiology or Medicine","1","1/2","2023-10-02","received","for their discoveries concerning nucleoside base modifications that enabled the development of effective mRNA vaccines against COVID-19",11000000,"University of Pennsylvania","University of Pennsylvania","Philadelphia, PA","USA","Philadelphia, PA","USA","North America"
"Kazuo Ishiguro","male","1954-11-08","Nagasaki","Japan","Nagasaki","Japan","Asia","947","947","2017","Literature","The Nobel Prize in Literature","1","1","2017-10-05","received","who, in novels of great emotional force, has uncovered the abyss beneath our illusory sense of connection with the world",9000000,,,,,,,
"Keffer Hartline","male","1903-12-22","Bloomsburg, PA","USA","Bloomsburg, PA","USA","North America","386","386","1967","Physiology or Medicine","The Nobel Prize in Physiology or Medicine","2","1/3","1967-10-18","received","for their discoveries concerning the primary physiological and chemical visual processes in the eye",320000,"Rockefeller University","Rockefeller University","New York, NY","USA","New York, NY","USA","North America"
"Kenichi Fukui","male","1918-10-04","Nara","Japan","Nara","Japan","Asia","257","257","1981","Chemistry","The Nobel Prize in Chemistry","1","1/2","1981-10-19","received","for their theories, developed independently, concerning the course of chemical reactions",1000000,"Kyoto University","Kyoto University","Kyoto","Japan","Kyoto","Japan","Asia"
"Kenneth G. Wilson","male","1936-06-08","Waltham, MA","USA","Waltham, MA","USA","North America","121","121","1982","Physics","The Nobel Prize in Physics","1","1","1982-10-18","received","for his theory for critical phenomena in connection with phase transitions",1150000,"Cornell University","Cornell University","Ithaca, NY","USA","Ithaca, NY","USA","North America"
"Kenneth J. Arrow","male","1921-08-23","New York, NY","USA","New York, NY","USA","North America","682","682","1972","Economic Sciences","The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel","2","1/2","1972-10-25","received","for their pioneering contributions to general economic equilibrium theory and welfare theory",480000,"Harvard University","Harvard University","Cambridge, MA","USA","Cambridge, MA","USA","North America"
"Kenzaburo Oe","male","1935-01-31","Uchiko","Japan","Uchiko","Japan","Asia","671","671","1994","Literature","The Nobel Prize in Literature","1","1","1994-10-13","received","who with poetic force creates an imagined world, where life and myth condense to form a disconcerting picture of the human predicament today",7000000,,,,,,,
"Kim Dae-jung","male","1925-12-03","Mokpo","Korea","Mokpo","South Korea","Asia","725","725","2000","Peace","The Nobel Peace Prize","1","1","2000-10-13","received","for his work for democracy and human rights in South Korea and in East Asia in general, and for peace and reconciliation with North Korea in particular",9000000,,,,,,,
"Kip S. Thorne","male","1940-06-01","Logan, UT","USA","Logan, UT","USA","North America","943","943","2017","Physics","The Nobel Prize in Physics","3","1/4","2017-10-03","received","for decisive contributions to the LIGO detector and the observation of gravitational waves",9000000,"LIGO/VIRGO Collaboration","LIGO/VIRGO Collaboration",,,,,
"Kip S. Thorne","male","1940-06-01","Logan, UT","USA","Logan, UT","USA","North America","943","943","2017","Physics","The Nobel Prize in Physics","3","1/4","2017-10-03","received","for decisive contributions to the LIGO detector and the observation of gravitational waves",9000000,"California Institute of Technology (Caltech)","California Institute of Technology (Caltech)","Pasadena, CA","USA","Pasadena, CA","USA","North America"
"Klas Pontus Arnoldson","male","1844-10-27","Gothenburg","Sweden","Gothenburg","Sweden","Europe","473","473","1908","Peace","The Nobel Peace Prize","1","1/2","1908-12-10","received","for their long time work for the cause of peace as politicians, peace society leaders, orators and authors",139800,,,,,,,
"Klaus Hasselmann","male","1931-10-25","Hamburg","Germany","Hamburg","Germany","Europe","1000","1000","2021","Physics","The Nobel Prize in Physics","2","1/4","2021-10-05","received","for the physical modelling of Earth’s climate, quantifying variability and reliably predicting global warming",10000000,"Max Planck Institute for Meteorology","Max Planck Institute for Meteorology","Hamburg","Germany","Hamburg","Germany","Europe"
